  0.773783E+01  0.503295E-02  0.503295E-02  0.503295E-02  322218
  0.777621E+01  0.490773E-02  0.490774E-02  0.490773E-02  328562
  0.783353E+01  0.483298E-02  0.483298E-02  0.483298E-02  327990
  0.787657E+01  0.470444E-02  0.470444E-02  0.470444E-02  335282
  0.792497E+01  0.462105E-02  0.462105E-02  0.462105E-02  335970
  0.798201E+01  0.452171E-02  0.452171E-02  0.452171E-02  344066
  0.801640E+01  0.442197E-02  0.442197E-02  0.442197E-02  343718
  0.807321E+01  0.433075E-02  0.433075E-02  0.433075E-02  351498
  0.812290E+01  0.422710E-02  0.422710E-02  0.422710E-02  354458
  0.816097E+01  0.415393E-02  0.415393E-02  0.415393E-02  358566
  0.822650E+01  0.407610E-02  0.407610E-02  0.407610E-02  366122
  0.825878E+01  0.399852E-02  0.399852E-02  0.399852E-02  365810
  0.831351E+01  0.392271E-02  0.392271E-02  0.392271E-02  371622
  0.836771E+01  0.383020E-02  0.383020E-02  0.383020E-02  375986
  0.839862E+01  0.376104E-02  0.376104E-02  0.376104E-02  382170
  0.846880E+01  0.368478E-02  0.368478E-02  0.368478E-02  381818
  0.850236E+01  0.362443E-02  0.362443E-02  0.362443E-02  389574
  0.855193E+01  0.355310E-02  0.355310E-02  0.355310E-02  393698
  0.861280E+01  0.347270E-02  0.347270E-02  0.347269E-02  399458
  0.864056E+01  0.339975E-02  0.339975E-02  0.339975E-02  402222
  0.870672E+01  0.334180E-02  0.334180E-02  0.334180E-02  406922
  0.874943E+01  0.327273E-02  0.327273E-02  0.327273E-02  412842
  0.878742E+01  0.322870E-02  0.322870E-02  0.322870E-02  415346
  0.885832E+01  0.315569E-02  0.315569E-02  0.315569E-02  421182
  0.888403E+01  0.309824E-02  0.309824E-02  0.309824E-02  425018
  0.894364E+01  0.304144E-02  0.304144E-02  0.304144E-02  431138
  0.899601E+01  0.298118E-02  0.298118E-02  0.298118E-02  434382
  0.902102E+01  0.291805E-02  0.291805E-02  0.291805E-02  439514
  0.910421E+01  0.286469E-02  0.286469E-02  0.286469E-02  444738
  0.912890E+01  0.280121E-02  0.280122E-02  0.280121E-02  448910
  0.918071E+01  0.275705E-02  0.275705E-02  0.275705E-02  450618
  0.924184E+01  0.269515E-02  0.269515E-02  0.269515E-02  459554
  0.926440E+01  0.265291E-02  0.265291E-02  0.265291E-02  463106
  0.933592E+01  0.260444E-02  0.260444E-02  0.260444E-02  467094
  0.937602E+01  0.256117E-02  0.256117E-02  0.256117E-02  474938
  0.942178E+01  0.251365E-02  0.251365E-02  0.251365E-02  477186
  0.948830E+01  0.247288E-02  0.247288E-02  0.247288E-02  484670
  0.950902E+01  0.241820E-02  0.241820E-02  0.241820E-02  487010
  0.956615E+01  0.237804E-02  0.237804E-02  0.237804E-02  493314
  0.961899E+01  0.234640E-02  0.234640E-02  0.234640E-02  496322
  0.966396E+01  0.229567E-02  0.229567E-02  0.229567E-02  501702
